species,Wing.Length,Secondary1,Kipps.Distance,Tail.Length,Hand-Wing.Index,aspect_ratio,wing_loading_proxy,pointedness_index,efficiency_index,score_soaring,score_diving,score_maneuvering,score_cruising,score_hovering,score_generalist,flight_category,category_score
Spizaetus_melanoleucus,400.6,275.4,124.3,249.0,31.1,1.4546114742193175,0.005841813149475171,0.31028457314028957,0.09649850224663005,3.4266514806378137,3.3540774487471525,0.6419134396355352,2.9845558086560366,1.1635079726651483,1.5733485193621863,soaring,3.4266514806378137
Haliaeetus_vociferoides,487.2,333.0,156.2,236.8,31.9,1.463063063063063,0.0061784757730703665,0.320607553366174,0.10227380952380952,3.425603644646925,3.4057630979498863,0.6048974943052394,3.0200911161731203,1.1570615034168563,1.574396355353075,soaring,3.425603644646925
Buteogallus_anthracinus,355.2,239.5,106.0,206.2,30.7,1.483089770354906,0.007192481912487421,0.29842342342342343,0.09161599099099099,3.4199999999999995,3.294851936218678,0.6401822323462416,2.9768109339407745,1.1569476082004555,1.5800000000000005,soaring,3.4199999999999995
Syrmaticus_ellioti,224.0,156.7,66.9,297.7,30.0,1.4294830887045311,0.004801757100115993,0.29866071428571433,0.08959821428571431,3.4187699316628697,3.277425968109339,0.7185649202733484,2.9174943052391797,1.3155580865603644,1.5812300683371303,soaring,3.4187699316628697
Anodorhynchus_leari,378.1,268.5,118.7,408.2,30.7,1.408193668528864,0.0034497640091348952,0.31393811161068497,0.09637900026448028,3.4053302961275627,3.356993166287016,0.7081093394077449,2.9397266514806377,1.1962186788154896,1.5946697038724373,soaring,3.4053302961275627
Corvus_tristis,324.7,224.9,98.6,234.4,30.4,1.4437527790128946,0.006159354859270027,0.3036649214659686,0.09231413612565444,3.4025968109339413,3.3119362186788157,0.682870159453303,2.9484738041002276,1.1925284738041002,1.5974031890660587,soaring,3.4025968109339413
Icthyophaga_ichthyaetus,471.2,330.4,134.6,268.8,29.0,1.4261501210653753,0.00530561800991583,0.28565365025466893,0.08283955857385399,3.4025512528473802,3.1870387243735765,0.7762870159453304,2.8588154897494307,1.077927107061503,1.5974487471526198,soaring,3.4025512528473802
Spilornis_holospilus,340.1,234.5,103.8,221.7,30.7,1.4503198294243071,0.006541812491765031,0.3052043516612761,0.09369773596001175,3.399589977220957,3.325102505694761,0.6641457858769932,2.9638724373576313,1.1894760820045556,1.6004100227790432,soaring,3.399589977220957
Pseudastur_polionotus,365.8,245.5,111.5,188.2,31.3,1.4900203665987781,0.007917217675870234,0.3048113723346091,0.09540595954073265,3.3981776765375855,3.3377676537585423,0.6094760820045557,3.0059225512528474,1.1660136674259682,1.6018223234624145,soaring,3.3981776765375855
Pernis_steerei,378.5,265.2,113.2,257.2,29.9,1.4272247360482655,0.0055490852879015,0.2990752972258917,0.08942351387054162,3.396856492027335,3.2769248291571755,0.7254897494305241,2.912164009111618,1.1493621867881547,1.603143507972665,soaring,3.396856492027335
Ninox_strenua,400.8,281.9,116.8,261.7,29.3,1.4217807733238739,0.0054328650107905,0.29141716566866266,0.08538522954091815,3.394624145785877,3.2229157175398635,0.7622779043280183,2.876719817767654,1.1152164009111618,1.605375854214123,soaring,3.394624145785877
Buteogallus_meridionalis,416.4,287.4,130.9,217.4,31.1,1.4488517745302714,0.006664451584775858,0.31436119116234396,0.09776633045148898,3.392118451025057,3.3687471526195902,0.6446013667425967,2.985649202733485,1.1595899772209568,1.6078815489749432,soaring,3.392118451025057
Lophaetus_occipitalis,373.6,255.3,116.1,201.4,31.3,1.4633764198981591,0.007266019959772388,0.3107601713062098,0.09726793361884367,3.3903416856492026,3.359635535307517,0.6287015945330297,2.995535307517084,1.17749430523918,1.6096583143507974,soaring,3.3903416856492026
Prosopeia_personata,232.2,161.1,68.4,221.0,29.8,1.441340782122905,0.006521903991506358,0.29457364341085274,0.08778294573643412,3.388701594533029,3.2512072892938497,0.7177220956719818,2.9133485193621866,1.2814578587699312,1.6112984054669708,soaring,3.388701594533029
Spilornis_cheela,373.7,261.1,112.6,237.4,30.1,1.4312523937188815,0.006028864337484757,0.3013112122023013,0.09069467487289269,3.3883371298405467,3.2925284738041,0.7090205011389523,2.9270159453302957,1.15749430523918,1.6116628701594533,soaring,3.3883371298405467
Parabuteo_unicinctus,320.8,223.2,99.8,222.0,30.8,1.4372759856630826,0.006474216151635508,0.31109725685785533,0.09581795511221944,3.3822779043280176,3.349726651480638,0.6697949886104784,2.964510250569476,1.2147380410022777,1.6177220956719824,soaring,3.3822779043280176
Circaetus_cinerascens,379.5,264.2,115.2,220.5,30.4,1.4364118092354277,0.006514339270908969,0.30355731225296445,0.0922814229249012,3.3804100227790435,3.3111617312072896,0.6906605922551253,2.943052391799544,1.1610022779043279,1.6195899772209565,soaring,3.3804100227790435
Strix_uralensis,352.8,249.5,101.5,259.8,28.8,1.4140280561122245,0.0054427561821101785,0.2876984126984127,0.08285714285714285,3.378359908883827,3.189658314350797,0.7989521640091117,2.844419134396355,1.129020501138952,1.621640091116173,soaring,3.378359908883827
Buteogallus_solitarius,526.2,370.9,150.6,245.3,28.9,1.418711242922621,0.005783576204331923,0.28620296465222345,0.08271265678449258,3.376127562642369,3.185876993166287,0.789612756264237,2.84993166287016,1.0715261958997724,1.623872437357631,soaring,3.376127562642369
Probosciger_aterrimus,344.2,241.2,103.1,229.2,29.9,1.4270315091210615,0.006226140964751577,0.29953515398024405,0.08956101104009298,3.3749886104783595,3.278656036446469,0.7253075170842824,2.9124373576309797,1.1731435079726649,1.6250113895216405,soaring,3.3749886104783595
Leipoa_ocellata,310.2,214.1,96.2,195.0,31.0,1.4488556749182624,0.007430029102144935,0.31012250161186333,0.09613797549967763,3.366013667425968,3.350478359908884,0.6513439635535306,2.9773120728929388,1.2230068337129842,1.633986332574032,soaring,3.366013667425968
Spilornis_elgini,365.4,255.8,106.8,215.6,29.4,1.428459734167318,0.006625508971091457,0.29228243021346473,0.08593103448275861,3.3640546697038727,3.2296355353075175,0.7516400911161729,2.88373576309795,1.1336902050113897,1.6359453302961273,soaring,3.3640546697038727
Cercococcyx_montanus,146.4,101.0,45.5,193.2,31.0,1.4495049504950495,0.007502613615398808,0.31079234972677594,0.09634562841530053,3.363963553530752,3.3532574031890663,0.649749430523918,2.9789066059225515,1.6087927107061502,1.636036446469248,soaring,3.363963553530752
Hemiphaga_chathamensis,272.0,188.1,83.9,195.5,30.8,1.446039340776183,0.0073966206689318826,0.3084558823529412,0.09500441176470589,3.3630979498861047,3.341480637813212,0.6617995444191345,2.9687015945330293,1.256514806378132,1.6369020501138953,soaring,3.3630979498861047
Strix_varia,341.2,240.2,101.0,218.3,29.6,1.4204829308909241,0.006507022129596537,0.29601406799531066,0.08762016412661197,3.35630979498861,3.2529157175398633,0.7474487471526194,2.8910250569476084,1.1674487471526196,1.64369020501139,soaring,3.35630979498861
Corvus_hawaiiensis,315.4,219.0,96.4,195.3,30.5,1.4401826484018263,0.007374207109072331,0.30564362714013954,0.09322130627774255,3.3555808656036445,3.3212300683371296,0.6816400911161732,2.950113895216401,1.205649202733485,1.6444191343963555,soaring,3.3555808656036445
Bubo_lacteus,435.4,306.5,129.0,217.8,29.6,1.4205546492659054,0.00652228948239626,0.2962792834175471,0.08769866789159395,3.355261958997722,3.2546924829157176,0.7469931662870158,2.8917084282460137,1.1161503416856493,1.6447380410022778,soaring,3.355261958997722
Bubo_virginianus,371.2,258.5,112.7,197.0,30.4,1.4359767891682784,0.007289222280042023,0.3036099137931035,0.09229741379310345,3.3539863325740322,3.3114350797266514,0.6907517084282461,2.9431435079726653,1.1654669703872438,1.6460136674259678,soaring,3.3539863325740322
Corvus_fuscicapillus,335.9,232.8,103.2,191.1,30.7,1.44286941580756,0.007550337079055783,0.3072342959214052,0.09432092884787141,3.3521640091116174,3.332437357630979,0.6706150341685648,2.9610022779043286,1.1975854214123005,1.6478359908883826,soaring,3.3521640091116174
Strix_seloputo,354.5,245.5,109.0,189.1,30.8,1.4439918533604887,0.007636128256797932,0.307475317348378,0.09470239774330043,3.3512984054669706,3.3359681093394076,0.6652164009111616,2.964373576309795,1.185899772209567,1.6487015945330294,soaring,3.3512984054669706
Nisaetus_cirrhatus,414.6,298.5,115.8,289.8,27.9,1.3889447236180905,0.004792769922767738,0.27930535455861066,0.07792619392185238,3.3496127562642366,3.1248291571753986,0.8762642369020501,2.777858769931663,1.0781776765375854,1.6503872437357634,soaring,3.3496127562642366
Milvago_chimachima,285.9,199.9,85.5,198.4,29.9,1.4302151075537768,0.007208745501783149,0.2990556138509969,0.08941762854144807,3.3469703872437355,3.2764236902050112,0.7221640091116175,2.9143052391799547,1.218428246013667,1.6530296127562645,soaring,3.3469703872437355
Spilornis_kinabaluensis,368.5,261.5,107.0,227.5,29.0,1.4091778202676863,0.006194188220956864,0.2903663500678426,0.08420624151967436,3.3466970387243737,3.208268792710706,0.7936446469248293,2.8513439635535303,1.1305922551252845,1.6533029612756263,soaring,3.3466970387243737
Lamprotornis_regius,127.0,88.7,39.3,196.7,30.7,1.431792559188275,0.007279067408176284,0.30944881889763776,0.09500078740157479,3.346560364464693,3.3413211845102504,0.6811845102505694,2.955854214123007,1.7441002277904327,1.6534396355353072,soaring,3.346560364464693
Polyboroides_radiatus,397.4,287.0,112.2,298.0,28.1,1.3846689895470383,0.004646540233379323,0.2823351786612985,0.07933618520382488,3.3425512528473806,3.146082004555809,0.871002277904328,2.7840546697038726,1.1020728929384966,1.6574487471526194,soaring,3.3425512528473806
Urocolius_macrourus,89.5,63.6,25.9,223.2,29.0,1.4072327044025157,0.006304806023308762,0.28938547486033517,0.0839217877094972,3.3397722095671982,3.2045330296127563,0.7971981776765378,2.848519362186788,2.1059908883826877,1.6602277904328018,soaring,3.3397722095671982
Ibycter_americanus,359.8,258.6,92.2,253.8,26.2,1.391337973704563,0.005482025113099144,0.2562534741523068,0.06713841022790439,3.339316628701595,2.9114578587699316,0.9960592255125285,2.6532574031890666,1.0118223234624146,1.660683371298405,soaring,3.339316628701595
Strepera_graculina,260.6,182.5,76.7,193.8,29.6,1.4279452054794521,0.007368138315167452,0.2943207981580967,0.08711895625479663,3.3375398633257403,3.244259681093394,0.7411161731207287,2.8944874715261957,1.2399772209567197,1.6624601366742597,soaring,3.3375398633257403
Pucrasia_macrolopha,222.0,155.4,62.9,190.4,28.8,1.4285714285714286,0.007503001200480191,0.2833333333333333,0.0816,3.3341230068337135,3.1692938496583145,0.7849430523917997,2.8503416856492025,1.2672892938496583,1.6658769931662865,soaring,3.3341230068337135
Spilornis_klossi,297.2,209.4,87.8,198.2,29.5,1.4192932187201528,0.007160914322503293,0.29542395693135937,0.08715006729475101,3.3316628701594535,3.2467198177676537,0.7546924829157176,2.885421412300683,1.197653758542141,1.6683371298405465,soaring,3.3316628701594535
Leptodon_forbesi,316.2,226.8,89.4,233.4,28.5,1.394179894179894,0.005973350017908715,0.28273244781783685,0.0805787476280835,3.3261047835990887,3.1588610478359906,0.8414578587699317,2.809111617312073,1.1622323462414577,1.6738952164009113,soaring,3.3261047835990887
Bubo_nipalensis,426.0,304.1,117.2,219.2,27.9,1.400854981913844,0.006390761778804033,0.27511737089201876,0.07675774647887323,3.3256492027334854,3.1009567198177677,0.8662414578587698,2.7805922551252844,1.0651480637813213,1.6743507972665146,soaring,3.3256492027334854
Morphnarchus_princeps,364.7,257.2,107.4,192.7,29.5,1.4179626749611198,0.00735839478443757,0.29448862078420623,0.08687414313134084,3.3212756264236902,3.2419817767653756,0.7575626423690206,2.8816856492027334,1.1470842824601366,1.6787243735763098,soaring,3.3212756264236902
Gypohierax_angolensis,419.0,296.6,127.3,196.8,30.0,1.4126770060687794,0.00717823681945518,0.30381861575179,0.091145584725537,3.317676537585421,3.302164009111617,0.7344191343963553,2.9103416856492026,1.1461731207289296,1.6823234624145789,soaring,3.317676537585421
Aquila_africana,342.2,248.4,93.8,277.8,27.4,1.3776167471819645,0.004959023567969635,0.2741087083576856,0.07510578609000584,3.317084282460137,3.0739863325740315,0.9319817767653756,2.728200455580866,1.107972665148064,1.682915717539863,soaring,3.317084282460137
Buteo_brachyurus,307.6,213.3,90.0,171.0,29.7,1.4421003281762776,0.008433335252492851,0.29258777633289984,0.08689856957087125,3.314214123006834,3.239703872437358,0.7220728929384963,2.90624145785877,1.1807517084282462,1.6857858769931662,soaring,3.314214123006834
Accipiter_princeps,266.3,188.5,77.8,192.3,29.2,1.4127320954907163,0.007346500756581987,0.29215170859932404,0.08530829891100263,3.3128929384965833,3.2228929384965834,0.7786104783599088,2.8653758542141228,1.2265831435079728,1.6871070615034167,soaring,3.3128929384965833
Circaetus_fasciolatus,362.2,260.8,101.5,227.0,28.0,1.388803680981595,0.006118077889786762,0.2802319160684705,0.07846493649917173,3.31248291571754,3.1334396355353076,0.869749430523918,2.7828246013667424,1.112892938496583,1.6875170842824598,soaring,3.31248291571754
Ducula_forsteni,240.4,169.2,68.5,181.2,28.8,1.4208037825059103,0.007841080477405686,0.28494176372712143,0.08206322795341098,3.310751708428246,3.176810933940774,0.7915717539863327,2.8470615034168567,1.2399999999999998,1.689248291571754,soaring,3.310751708428246
Cathartes_burrovianus,485.8,351.1,133.4,240.4,27.5,1.3836513813728282,0.005755621386742214,0.2745986002470152,0.07551461506792918,3.309293849658314,3.081913439635535,0.9142596810933938,2.7428246013667423,1.0454214123006835,1.6907061503416858,soaring,3.309293849658314
Pernis_celebensis,350.2,253.5,96.8,246.2,27.6,1.3814595660749507,0.0056111274007918386,0.2764134780125643,0.07629011993146774,3.3079726651480637,3.0980865603644645,0.9105694760820047,2.749430523917996,1.1099316628701594,1.6920273348519363,soaring,3.3079726651480637
Lophophorus_lhuysii,336.6,245.7,87.8,291.0,26.3,1.3699633699633702,0.004707777903654193,0.2608437314319667,0.06860190136660725,3.3079271070615035,2.947084282460137,1.0219362186788157,2.6432801822323464,1.0577904328018222,1.6920728929384965,soaring,3.3079271070615035
Turacoena_manadensis,198.7,140.0,57.8,181.3,29.2,1.4192857142857143,0.007828382318178236,0.29089079013588326,0.0849401107196779,3.3072892938496583,3.217927107061503,0.7710022779043281,2.8687015945330296,1.3503189066059227,1.6927107061503417,soaring,3.3072892938496583
Phasianus_versicolor,220.6,161.2,58.6,291.0,26.6,1.36848635235732,0.004702702241777733,0.26563916591115144,0.07066001813236629,3.302870159453303,2.9918223234624146,0.9999316628701593,2.664373576309795,1.2184738041002279,1.697129840546697,soaring,3.302870159453303
Colius_colius,86.9,62.3,25.9,208.3,29.4,1.3948635634028894,0.006696416530978825,0.2980437284234752,0.0876248561565017,3.3018223234624147,3.2557858769931665,0.7900911161731209,2.8625056947608196,2.182346241457859,1.6981776765375853,soaring,3.3018223234624147
Pulsatrix_melanota,276.2,193.5,82.8,174.0,30.0,1.427390180878553,0.008203391844129614,0.2997827661115134,0.08993482983345402,3.3010022779043275,3.2831207289293847,0.7197038724373576,2.9172665148063777,1.2368337129840548,1.6989977220956725,soaring,3.3010022779043275
Meleagris_ocellata,362.5,265.6,96.9,305.2,26.6,1.3648343373493974,0.00447193426392332,0.2673103448275862,0.07110455172413793,3.30004555808656,3.005398633257403,1.0028018223234623,2.664738041002278,1.0623006833712987,1.69995444191344,soaring,3.30004555808656
Pulsatrix_perspicillata,339.3,243.0,95.1,202.6,28.1,1.3962962962962964,0.006891886951116962,0.2802829354553492,0.07875950486295313,3.3000000000000003,3.1369703872437356,0.8560136674259682,2.7934396355353077,1.128496583143508,1.6999999999999997,soaring,3.3000000000000003
Cathartes_aura,508.5,369.0,135.6,244.0,26.9,1.3780487804878048,0.005647740903638544,0.26666666666666666,0.07173333333333333,3.299635535307517,3.012984054669704,0.9659908883826878,2.694851936218679,1.0167198177676537,1.7003644646924831,soaring,3.299635535307517
Ducula_goliath,293.2,209.6,83.7,197.0,28.5,1.3988549618320612,0.007100786608284574,0.2854706684856753,0.08135914051841747,3.296765375854214,3.1714350797266517,0.832346241457859,2.8173120728929386,1.1785421412300683,1.7032346241457859,soaring,3.296765375854214
Prosopeia_tabuensis,235.2,169.6,67.1,211.6,28.3,1.3867924528301887,0.006553839569140778,0.2852891156462585,0.08073681972789115,3.292892938496583,3.1645785876993164,0.8573804100227791,2.7983599088838265,1.2599772209567197,1.7071070615034172,soaring,3.292892938496583
Phasianus_colchicus,237.7,175.8,61.3,449.8,25.8,1.3521046643913537,0.0030060130377753524,0.2578880942364325,0.06653512831299958,3.2916173120728933,2.9041230068337134,1.0891799544419136,2.585603644646925,1.1607972665148063,1.7083826879271067,soaring,3.2916173120728933
Rhyticeros_narcondami,286.6,205.0,82.5,192.6,28.7,1.398048780487805,0.00725882025175392,0.287857641311933,0.08261514305652476,3.2895671981776764,3.1878359908883827,0.8241002277904328,2.8260592255125285,1.1942141230068337,1.7104328018223236,soaring,3.2895671981776764
Psarocolius_cassini,235.0,170.1,64.9,220.0,27.6,1.3815402704291593,0.006279728501950724,0.2761702127659575,0.07622297872340428,3.2882915717539865,3.0960820045558086,0.9106605922551254,2.749066059225513,1.2339407744874713,1.7117084282460135,soaring,3.2882915717539865
Cryptophaps_poecilorrhoa,231.3,165.7,65.6,192.3,28.4,1.395896197948099,0.0072589505873536095,0.2836143536532641,0.080546476437527,3.2863781321184513,3.1599316628701595,0.8423917995444193,2.8076993166287014,1.2628473804100229,1.7136218678815487,soaring,3.2863781321184513
Busarellus_nigricollis,393.5,283.1,105.9,199.8,27.0,1.3899682091133874,0.0069567978434103474,0.2691232528589581,0.0726632782719187,3.2859681093394078,3.031548974943052,0.9356036446469247,2.7168109339407747,1.0395671981776766,1.7140318906605922,soaring,3.2859681093394078
Colius_leucocephalus,88.0,63.7,24.3,215.0,27.6,1.3814756671899528,0.006425468219488153,0.2761363636363636,0.07621363636363636,3.283052391799544,3.0955808656036443,0.910888382687927,2.748838268792711,2.094624145785877,1.716947608200456,soaring,3.283052391799544
Pseudastur_occidentalis,346.2,248.5,97.8,192.0,28.2,1.393158953722334,0.007256036217303823,0.2824956672443674,0.07966377816291162,3.2809111617312077,3.149681093394077,0.855284738041002,2.795763097949886,1.1293166287015945,1.7190888382687923,soaring,3.2809111617312077
Onychognathus_tenuirostris,152.2,105.9,45.3,159.1,30.0,1.437204910292729,0.00903334324508315,0.297634691195795,0.0892904073587385,3.280820045558087,3.272414578587699,0.7098633257403189,2.921321184510251,1.5466287015945328,1.719179954441913,soaring,3.280820045558087
Lophura_diardi,230.0,169.0,58.7,272.2,25.8,1.3609467455621302,0.004999804355481742,0.25521739130434784,0.06584608695652175,3.2801822323462413,2.8868564920273347,1.074874715261959,2.5938496583143507,1.1610706150341685,1.7198177676537587,soaring,3.2801822323462413
Ninox_rufa,327.2,236.0,91.8,200.0,28.0,1.3864406779661016,0.006932203389830509,0.28056234718826406,0.07855745721271394,3.2797722095671986,3.135899772209567,0.873120728929385,2.7807289293849657,1.139863325740319,1.7202277904328014,soaring,3.2797722095671986
Accipiter_henstii,290.5,212.5,78.0,245.0,27.0,1.3670588235294117,0.005579831932773109,0.2685025817555938,0.07249569707401032,3.27872437357631,3.027220956719818,0.9760592255125283,2.69006833712984,1.1407061503416858,1.7212756264236901,soaring,3.27872437357631
Strix_aluco,264.8,187.1,77.7,171.1,29.3,1.4152859433458045,0.00827168873960143,0.29342900302114805,0.08597469788519638,3.2780865603644647,3.2309339407744875,0.7702050113895216,2.871435079726652,1.2298405466970388,1.7219134396355353,soaring,3.2780865603644647
Lophura_swinhoii,237.8,176.1,58.4,360.2,24.9,1.3503691084611018,0.003748942555416718,0.24558452481076534,0.061150546677880564,3.2768337129840552,2.7771753986332577,1.168382687927107,2.50621867881549,1.1029840546697036,1.7231662870159448,soaring,3.2768337129840552
Onychognathus_blythii,165.1,116.3,47.9,167.0,29.2,1.419604471195185,0.008500625576019072,0.2901271956390067,0.08471714112658996,3.275990888382688,3.213325740318907,0.7715945330296128,2.868382687927107,1.4642141230068337,1.724009111617312,soaring,3.275990888382688
Bubo_blakistoni,508.0,373.0,135.0,261.0,26.6,1.3619302949061662,0.005218123735272667,0.265748031496063,0.07068897637795277,3.275763097949886,2.9933257403189066,1.0103189066059222,2.6576765375854214,1.0175626423690205,1.724236902050114,soaring,3.275763097949886
Colius_castanotus,95.6,69.6,25.7,224.0,27.0,1.3735632183908046,0.006131978653530378,0.2688284518828452,0.0725836820083682,3.2753075170842822,3.0284510250569476,0.9653075170842824,2.6973120728929385,1.9501822323462417,1.7246924829157178,soaring,3.2753075170842822
Ketupa_zeylonensis,381.1,273.4,108.2,187.5,28.3,1.3939283101682518,0.007434284320897344,0.28391498294410916,0.08034794017318289,3.274350797266515,3.1590660592255126,0.8487699316628703,2.8020501138952163,1.109635535307517,1.7256492027334849,soaring,3.274350797266515
Meleagris_gallopavo,448.8,332.5,115.0,351.2,26.0,1.3497744360902255,0.003843321287272852,0.25623885918003564,0.06662210338680927,3.273895216400911,2.9030296127562645,1.082027334851936,2.591480637813212,1.010227790432802,1.726104783599089,soaring,3.273895216400911
Cercococcyx_lemaireae,130.5,92.0,38.5,166.8,29.5,1.4184782608695652,0.008504066312167657,0.2950191570881226,0.08703065134099618,3.273234624145786,3.245148063781321,0.7558542141230071,2.8840774487471528,1.6772437357630978,1.7267653758542139,soaring,3.273234624145786
Cercococcyx_mechowi,130.5,92.0,38.5,166.8,29.5,1.4184782608695652,0.008504066312167657,0.2950191570881226,0.08703065134099618,3.273234624145786,3.245148063781321,0.7558542141230071,2.8840774487471528,1.6772437357630978,1.7267653758542139,soaring,3.273234624145786
Accipiter_gundlachi,228.0,166.2,61.8,223.0,27.1,1.3718411552346572,0.006151754059348238,0.2710526315789474,0.07345526315789475,3.2708428246013668,3.04749430523918,0.9592938496583144,2.7055125284738044,1.2295444191343963,1.7291571753986332,soaring,3.2708428246013668
Aplonis_magna,120.0,85.5,34.5,173.7,28.9,1.4035087719298245,0.008080073528669112,0.2875,0.08308749999999998,3.266651480637813,3.1915717539863326,0.8091116173120728,2.8386788154897493,1.7501594533029614,1.733348519362187,soaring,3.266651480637813
Accipiter_novaehollandiae,261.9,188.3,76.0,183.6,28.9,1.3908656399362718,0.007575520914685577,0.2901870943108057,0.08386407025582285,3.2641002277904327,3.203872437357631,0.8239635535307517,2.830751708428246,1.2380865603644646,1.7358997722095673,soaring,3.2641002277904327
